"EEID"	"Full Name"	"Job Title"	"Department"	"Business Unit"	"Gender"	"Ethnicity"	"Age"	"Hire Date"	"Annual Salary"	"Bonus %"	"Country"	"City"	"Exit Date"
"E00503"	"Leah Patterson"	"Manager"	"Human Resources"	"Research & Development"	"Female"	"Caucasian"	"33"	"Mon Jun 11 2012 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"118253"	"0.08"	"United States"	"Austin"	""
"E01706"	"Avery Sun"	"Operations Engineer"	"Engineering"	"Manufacturing"	"Female"	"Asian"	"45"	"Thu Mar 11 2004 00:00:00 GMT-0500 (アメリカ東部標準時)"	"109422"	"0"	"China"	"Chongqing"	""
"E00676"	"Isaac Yoon"	"Manager"	"Human Resources"	"Corporate"	"Male"	"Asian"	"41"	"Wed Feb 06 2019 00:00:00 GMT-0500 (アメリカ東部標準時)"	"126950"	"0.1"	"United States"	"Chicago"	""
"E02005"	"Isabella Bui"	"Enterprise Architect"	"IT"	"Manufacturing"	"Female"	"Asian"	"36"	"Fri Nov 21 2014 00:00:00 GMT-0500 (アメリカ東部標準時)"	"97500"	"0"	"United States"	"Miami"	""
"E01895"	"Gabriel Zhou"	"IT Coordinator"	"IT"	"Manufacturing"	"Male"	"Asian"	"25"	"Sun Jan 17 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"41844"	"0"	"China"	"Chongqing"	""
"E01396"	"Jack Vu"	"Analyst II"	"Accounting"	"Research & Development"	"Male"	"Asian"	"43"	"Mon Feb 10 2014 00:00:00 GMT-0500 (アメリカ東部標準時)"	"58875"	"0"	"China"	"Chengdu"	""
"E00749"	"Valentina Moua"	"Account Representative"	"Sales"	"Manufacturing"	"Female"	"Asian"	"37"	"Tue Nov 10 2015 00:00:00 GMT-0500 (アメリカ東部標準時)"	"64204"	"0"	"United States"	"Columbus"	"Tue Apr 20 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E01941"	"Quinn Trinh"	"Analyst II"	"Sales"	"Corporate"	"Female"	"Asian"	"42"	"Sun May 09 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"67743"	"0"	"China"	"Beijing"	"Thu Dec 25 2014 00:00:00 GMT-0500 (アメリカ東部標準時)"
"E01413"	"Caroline Nelson"	"Sr. Account Representative"	"Sales"	"Speciality Products"	"Female"	"Black"	"60"	"Wed Jul 30 1997 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"71677"	"0"	"United States"	"Columbus"	""
"E03928"	"Miles Dang"	"IT Coordinator"	"IT"	"Speciality Products"	"Male"	"Asian"	"61"	"Sun Sep 24 2000 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"40063"	"0"	"United States"	"Miami"	""
"E04109"	"Leah Bryant"	"IT Coordinator"	"IT"	"Manufacturing"	"Female"	"Caucasian"	"55"	"Fri Apr 30 2004 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"40124"	"0"	"United States"	"Austin"	""
"E03994"	"Henry Jung"	"Automation Engineer"	"Engineering"	"Manufacturing"	"Male"	"Asian"	"57"	"Mon Feb 26 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"103183"	"0"	"United States"	"Austin"	"Fri Jul 09 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E00639"	"Benjamin Mai"	"System Administrator"	"IT"	"Corporate"	"Male"	"Asian"	"54"	"Mon Jun 15 1998 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"95239"	"0"	"United States"	"Phoenix"	""
"E00608"	"Anna Han"	"Development Engineer"	"Engineering"	"Manufacturing"	"Female"	"Asian"	"29"	"Sat Nov 09 2019 00:00:00 GMT-0500 (アメリカ東部標準時)"	"75012"	"0"	"United States"	"Chicago"	""
"E04189"	"Ariana Kim"	"Network Architect"	"IT"	"Manufacturing"	"Female"	"Asian"	"33"	"Sun Jun 29 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"96366"	"0"	"China"	"Chengdu"	""
"E02732"	"Alice Tran"	"Analyst"	"Marketing"	"Corporate"	"Female"	"Asian"	"39"	"Tue Jul 29 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"40897"	"0"	"United States"	"Seattle"	""
"E00324"	"Hailey Song"	"Manager"	"Finance"	"Research & Development"	"Female"	"Asian"	"37"	"Tue Aug 23 2016 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"124928"	"0.06"	"China"	"Chongqing"	""
"E00518"	"Lydia Morales"	"Manager"	"Finance"	"Speciality Products"	"Female"	"Latino"	"51"	"Fri Jun 14 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"108221"	"0.05"	"Brazil"	"Manaus"	""
"E01286"	"Liam Sanders"	"Sr. Business Partner"	"Human Resources"	"Corporate"	"Male"	"Caucasian"	"46"	"Tue Feb 20 2007 00:00:00 GMT-0500 (アメリカ東部標準時)"	"75579"	"0"	"United States"	"Seattle"	""
"E04564"	"Luke Sanchez"	"Sr. Manger"	"Human Resources"	"Manufacturing"	"Male"	"Latino"	"41"	"Sun Dec 27 2015 00:00:00 GMT-0500 (アメリカ東部標準時)"	"129903"	"0.13"	"Brazil"	"Sao Paulo"	""
"E02033"	"Grace Sun"	"Director"	"Finance"	"Research & Development"	"Female"	"Asian"	"25"	"Sat Apr 17 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"186870"	"0.2"	"China"	"Shanghai"	""
"E00412"	"Ezra Banks"	"Analyst II"	"Sales"	"Research & Development"	"Male"	"Caucasian"	"37"	"Fri Apr 23 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"57531"	"0"	"United States"	"Chicago"	""
"E01844"	"Jayden Kang"	"Analyst"	"Finance"	"Research & Development"	"Male"	"Asian"	"46"	"Sun Apr 24 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"55894"	"0"	"United States"	"Seattle"	""
"E00667"	"Skylar Shah"	"Field Engineer"	"Engineering"	"Manufacturing"	"Female"	"Asian"	"42"	"Fri Apr 27 2012 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"72903"	"0"	"United States"	"Phoenix"	""
"E02639"	"Sebastian Le"	"Analyst"	"Finance"	"Corporate"	"Male"	"Asian"	"37"	"Mon Nov 09 2015 00:00:00 GMT-0500 (アメリカ東部標準時)"	"45369"	"0"	"China"	"Beijing"	""
"E00287"	"Luca Nelson"	"Manager"	"Finance"	"Speciality Products"	"Male"	"Caucasian"	"60"	"Tue Jun 15 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"106578"	"0.09"	"United States"	"Miami"	""
"E02235"	"Riley Ramirez"	"Sr. Business Partner"	"Human Resources"	"Research & Development"	"Female"	"Latino"	"52"	"Mon Sep 13 1999 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"92994"	"0"	"United States"	"Chicago"	""
"E02720"	"Jaxon Fong"	"Sr. Analyst"	"Sales"	"Speciality Products"	"Male"	"Asian"	"59"	"Thu Mar 13 1997 00:00:00 GMT-0500 (アメリカ東部標準時)"	"83685"	"0"	"China"	"Beijing"	""
"E03583"	"Kayden Jordan"	"Cloud Infrastructure Architect"	"IT"	"Research & Development"	"Male"	"Caucasian"	"48"	"Tue Sep 14 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"99335"	"0"	"United States"	"Phoenix"	""
"E01188"	"Alexander James"	"Sr. Manger"	"Human Resources"	"Manufacturing"	"Male"	"Caucasian"	"42"	"Thu Apr 18 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"131179"	"0.15"	"United States"	"Columbus"	""
"E02428"	"Connor Luu"	"Computer Systems Manager"	"IT"	"Speciality Products"	"Male"	"Asian"	"35"	"Tue May 03 2016 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"73899"	"0.05"	"China"	"Chengdu"	""
"E03289"	"Christopher Lam"	"Vice President"	"Accounting"	"Manufacturing"	"Male"	"Asian"	"64"	"Fri Mar 29 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"252325"	"0.4"	"United States"	"Columbus"	""
"E01947"	"Sophie Owens"	"Analyst II"	"Finance"	"Research & Development"	"Female"	"Caucasian"	"30"	"Thu Mar 05 2015 00:00:00 GMT-0500 (アメリカ東部標準時)"	"52697"	"0"	"United States"	"Seattle"	""
"E02024"	"Addison Perez"	"Operations Engineer"	"Engineering"	"Speciality Products"	"Female"	"Latino"	"29"	"Fri Sep 25 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"123588"	"0"	"Brazil"	"Sao Paulo"	""
"E04249"	"Hadley Dang"	"Vice President"	"Accounting"	"Corporate"	"Female"	"Asian"	"47"	"Sun Dec 26 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"243568"	"0.33"	"United States"	"Austin"	""
"E01090"	"Ethan Mehta"	"Director"	"Sales"	"Research & Development"	"Male"	"Asian"	"49"	"Fri Jul 20 2001 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"199176"	"0.24"	"United States"	"Phoenix"	""
"E03830"	"Madison Her"	"Technical Architect"	"IT"	"Speciality Products"	"Female"	"Asian"	"56"	"Sat Jun 22 1996 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"82806"	"0"	"United States"	"Seattle"	""
"E04363"	"Savannah Singh"	"Director"	"Marketing"	"Speciality Products"	"Female"	"Asian"	"53"	"Fri Jun 20 1997 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"164399"	"0.25"	"United States"	"Seattle"	""
"E04920"	"Nevaeh Hsu"	"Sr. Manger"	"Human Resources"	"Manufacturing"	"Female"	"Asian"	"32"	"Fri Apr 14 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"154956"	"0.13"	"United States"	"Phoenix"	""
"E03866"	"Jordan Zhu"	"Sr. Manger"	"Marketing"	"Manufacturing"	"Male"	"Asian"	"32"	"Sun Jan 29 2017 00:00:00 GMT-0500 (アメリカ東部標準時)"	"143970"	"0.12"	"United States"	"Seattle"	"Sat Dec 09 2017 00:00:00 GMT-0500 (アメリカ東部標準時)"
"E03521"	"Jackson Navarro"	"Director"	"Sales"	"Corporate"	"Male"	"Latino"	"52"	"Fri Sep 25 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"163143"	"0.28"	"Brazil"	"Sao Paulo"	""
"E04095"	"Sadie Patterson"	"Sr. Analyst"	"Accounting"	"Speciality Products"	"Female"	"Caucasian"	"38"	"Fri Jul 24 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"89390"	"0"	"United States"	"Seattle"	""
"E04079"	"Christopher Butler"	"Network Architect"	"IT"	"Manufacturing"	"Male"	"Caucasian"	"41"	"Thu Oct 05 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"67468"	"0"	"United States"	"Miami"	""
"E01508"	"Penelope Rodriguez"	"Engineering Manager"	"Engineering"	"Manufacturing"	"Female"	"Latino"	"49"	"Sat Mar 12 2016 00:00:00 GMT-0500 (アメリカ東部標準時)"	"100810"	"0.12"	"Brazil"	"Rio de Janerio"	""
"E02259"	"Emily Lau"	"Sr. Analyst"	"Finance"	"Manufacturing"	"Female"	"Asian"	"35"	"Mon Mar 18 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"74779"	"0"	"United States"	"Phoenix"	""
"E04972"	"Sophie Oh"	"Network Engineer"	"IT"	"Corporate"	"Female"	"Asian"	"29"	"Thu Nov 09 2017 00:00:00 GMT-0500 (アメリカ東部標準時)"	"63985"	"0"	"United States"	"Miami"	""
"E01834"	"Chloe Allen"	"Solutions Architect"	"IT"	"Manufacturing"	"Female"	"Caucasian"	"64"	"Thu Jul 08 2004 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"77903"	"0"	"United States"	"Seattle"	""
"E03124"	"Caleb Nelson"	"Director"	"Marketing"	"Corporate"	"Male"	"Caucasian"	"33"	"Mon Jun 12 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"164396"	"0.29"	"United States"	"Columbus"	""
"E01898"	"Oliver Moua"	"IT Systems Architect"	"IT"	"Corporate"	"Male"	"Asian"	"29"	"Mon Jun 28 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"71234"	"0"	"United States"	"Seattle"	""
"E00342"	"Wesley Doan"	"Manager"	"Finance"	"Corporate"	"Male"	"Asian"	"63"	"Mon Apr 19 2004 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"122487"	"0.08"	"China"	"Shanghai"	""
"E03910"	"Nova Hsu"	"Manager"	"Human Resources"	"Speciality Products"	"Female"	"Asian"	"32"	"Tue Jan 03 2017 00:00:00 GMT-0500 (アメリカ東部標準時)"	"101870"	"0.1"	"United States"	"Phoenix"	""
"E00862"	"Levi Moreno"	"Systems Analyst"	"IT"	"Research & Development"	"Male"	"Latino"	"64"	"Sat Jun 27 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"40316"	"0"	"Brazil"	"Manaus"	""
"E02576"	"Gianna Ha"	"Manager"	"IT"	"Research & Development"	"Female"	"Asian"	"55"	"Tue Feb 08 2005 00:00:00 GMT-0500 (アメリカ東部標準時)"	"115145"	"0.05"	"China"	"Chongqing"	""
"E00035"	"Lillian Gonzales"	"Cloud Infrastructure Architect"	"IT"	"Manufacturing"	"Female"	"Latino"	"43"	"Fri Mar 13 2009 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"62335"	"0"	"Brazil"	"Manaus"	""
"E01832"	"Ezra Singh"	"Analyst"	"Finance"	"Manufacturing"	"Male"	"Asian"	"56"	"Wed May 10 2006 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"41561"	"0"	"United States"	"Austin"	""
"E01755"	"Audrey Patel"	"Sr. Manger"	"Finance"	"Speciality Products"	"Female"	"Asian"	"37"	"Sun Apr 24 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"131183"	"0.14"	"China"	"Shanghai"	"Wed Mar 16 2016 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E00465"	"Brooklyn Cho"	"Technical Architect"	"IT"	"Manufacturing"	"Female"	"Asian"	"45"	"Mon Jul 08 2002 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"92655"	"0"	"China"	"Chengdu"	""
"E02391"	"Piper Ramos"	"Sr. Manger"	"Sales"	"Manufacturing"	"Female"	"Latino"	"49"	"Tue Apr 02 1996 00:00:00 GMT-0500 (アメリカ東部標準時)"	"157057"	"0.12"	"United States"	"Miami"	""
"E04697"	"Eleanor Williams"	"Enterprise Architect"	"IT"	"Speciality Products"	"Female"	"Caucasian"	"61"	"Wed Feb 09 2005 00:00:00 GMT-0500 (アメリカ東部標準時)"	"64462"	"0"	"United States"	"Chicago"	""
"E00371"	"Melody Grant"	"Quality Engineer"	"Engineering"	"Corporate"	"Female"	"Caucasian"	"41"	"Fri Oct 07 2005 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"79352"	"0"	"United States"	"Seattle"	""
"E02992"	"Paisley Sanders"	"Sr. Manger"	"Marketing"	"Speciality Products"	"Female"	"Caucasian"	"55"	"Tue Mar 27 2001 00:00:00 GMT-0500 (アメリカ東部標準時)"	"157812"	"0.11"	"United States"	"Miami"	""
"E04369"	"Santiago f Gray"	"Quality Engineer"	"Engineering"	"Corporate"	"Male"	"Caucasian"	"27"	"Tue Sep 11 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"80745"	"0"	"United States"	"Chicago"	""
"E00592"	"Josephine Richardson"	"System Administrator"	"IT"	"Manufacturing"	"Female"	"Caucasian"	"57"	"Sun Feb 18 1996 00:00:00 GMT-0500 (アメリカ東部標準時)"	"75354"	"0"	"United States"	"Austin"	"Sat Dec 14 1996 00:00:00 GMT-0500 (アメリカ東部標準時)"
"E03532"	"Jaxson Santiago"	"Engineering Manager"	"Engineering"	"Research & Development"	"Male"	"Latino"	"56"	"Thu Sep 20 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"78938"	"0.14"	"United States"	"Phoenix"	""
"E00863"	"Lincoln Ramos"	"Operations Engineer"	"Engineering"	"Corporate"	"Male"	"Latino"	"59"	"Wed Sep 10 2008 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"96313"	"0"	"United States"	"Austin"	""
"E03310"	"Dylan Campbell"	"Director"	"Engineering"	"Speciality Products"	"Male"	"Caucasian"	"45"	"Mon Nov 29 2010 00:00:00 GMT-0500 (アメリカ東部標準時)"	"153767"	"0.27"	"United States"	"Phoenix"	""
"E01883"	"Olivia Gray"	"Manager"	"Marketing"	"Research & Development"	"Female"	"Black"	"42"	"Sat Sep 19 2015 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"103423"	"0.06"	"United States"	"Columbus"	""
"E01242"	"Emery Doan"	"Controls Engineer"	"Engineering"	"Corporate"	"Female"	"Asian"	"25"	"Wed Jun 23 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"86464"	"0"	"China"	"Shanghai"	""
"E02535"	"Caroline Perez"	"Controls Engineer"	"Engineering"	"Corporate"	"Female"	"Latino"	"29"	"Sun Jan 14 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"80516"	"0"	"Brazil"	"Sao Paulo"	""
"E00369"	"Genesis Woods"	"Manager"	"Human Resources"	"Speciality Products"	"Female"	"Black"	"33"	"Wed Aug 21 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"105390"	"0.06"	"United States"	"Columbus"	""
"E03332"	"Ruby Sun"	"Cloud Infrastructure Architect"	"IT"	"Manufacturing"	"Female"	"Asian"	"50"	"Mon Sep 06 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"83418"	"0"	"China"	"Shanghai"	""
"E03278"	"Nevaeh James"	"Solutions Architect"	"IT"	"Speciality Products"	"Female"	"Caucasian"	"45"	"Fri Nov 03 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"66660"	"0"	"United States"	"Austin"	""
"E02492"	"Parker Sandoval"	"Manager"	"Human Resources"	"Speciality Products"	"Male"	"Latino"	"59"	"Wed Jun 10 2015 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"101985"	"0.07"	"United States"	"Miami"	""
"E03055"	"Austin Rojas"	"Vice President"	"Finance"	"Corporate"	"Male"	"Latino"	"29"	"Wed Dec 05 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"199504"	"0.3"	"United States"	"Austin"	""
"E01943"	"Vivian Espinoza"	"Sr. Manger"	"Sales"	"Corporate"	"Female"	"Latino"	"52"	"Thu Oct 05 2006 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"147966"	"0.11"	"Brazil"	"Rio de Janerio"	"Thu May 23 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E01388"	"Cooper Gupta"	"Business Partner"	"Human Resources"	"Speciality Products"	"Male"	"Asian"	"58"	"Fri Jun 20 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"41728"	"0"	"China"	"Chongqing"	""
"E00717"	"Axel Santos"	"Sr. Analyst"	"Accounting"	"Speciality Products"	"Male"	"Latino"	"62"	"Thu Feb 17 2011 00:00:00 GMT-0500 (アメリカ東部標準時)"	"94422"	"0"	"United States"	"Phoenix"	""
"E04637"	"Samuel Song"	"Director"	"Sales"	"Corporate"	"Male"	"Asian"	"31"	"Mon Jun 29 2015 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"191026"	"0.16"	"United States"	"Columbus"	""
"E03240"	"Aiden Silva"	"Vice President"	"IT"	"Research & Development"	"Male"	"Latino"	"42"	"Mon Nov 29 2010 00:00:00 GMT-0500 (アメリカ東部標準時)"	"186725"	"0.32"	"Brazil"	"Manaus"	""
"E00340"	"Eliana Allen"	"Business Partner"	"Human Resources"	"Research & Development"	"Female"	"Caucasian"	"56"	"Thu Aug 20 2009 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"52800"	"0"	"United States"	"Phoenix"	""
"E04751"	"Grayson James"	"Operations Engineer"	"Engineering"	"Speciality Products"	"Male"	"Caucasian"	"54"	"Sun Dec 05 2010 00:00:00 GMT-0500 (アメリカ東部標準時)"	"113982"	"0"	"United States"	"Seattle"	""
"E04636"	"Hailey Yee"	"Account Representative"	"Sales"	"Research & Development"	"Female"	"Asian"	"54"	"Tue Mar 16 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"56239"	"0"	"China"	"Chongqing"	""
"E00568"	"Ian Vargas"	"Analyst"	"Sales"	"Manufacturing"	"Male"	"Latino"	"26"	"Tue Mar 02 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"44732"	"0"	"Brazil"	"Rio de Janerio"	""
"E02938"	"John Trinh"	"Director"	"Marketing"	"Corporate"	"Male"	"Asian"	"49"	"Thu Jun 26 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"153961"	"0.25"	"China"	"Shanghai"	""
"E00555"	"Sofia Trinh"	"Network Architect"	"IT"	"Speciality Products"	"Female"	"Asian"	"45"	"Mon Dec 18 2006 00:00:00 GMT-0500 (アメリカ東部標準時)"	"68337"	"0"	"China"	"Chongqing"	""
"E01111"	"Santiago f Moua"	"Sr. Manger"	"Human Resources"	"Corporate"	"Male"	"Asian"	"45"	"Fri May 07 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"145093"	"0.12"	"United States"	"Chicago"	""
"E03149"	"Layla Collins"	"IT Systems Architect"	"IT"	"Speciality Products"	"Female"	"Caucasian"	"26"	"Thu Mar 11 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"74170"	"0"	"United States"	"Austin"	""
"E00952"	"Jaxon Powell"	"Field Engineer"	"Engineering"	"Research & Development"	"Male"	"Caucasian"	"59"	"Fri Mar 29 1996 00:00:00 GMT-0500 (アメリカ東部標準時)"	"62605"	"0"	"United States"	"Austin"	""
"E04380"	"Naomi Washington"	"Manager"	"IT"	"Speciality Products"	"Female"	"Caucasian"	"51"	"Fri Mar 13 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"107195"	"0.09"	"United States"	"Austin"	""
"E04095"	"Ryan Holmes"	"Sr. Manger"	"Marketing"	"Speciality Products"	"Male"	"Caucasian"	"45"	"Thu Jan 11 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"127422"	"0.15"	"United States"	"Columbus"	""
"E04994"	"Bella Holmes"	"Director"	"Accounting"	"Research & Development"	"Female"	"Caucasian"	"35"	"Mon Jun 26 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"161269"	"0.27"	"United States"	"Miami"	""
"E00447"	"Hailey Sanchez"	"Vice President"	"Marketing"	"Corporate"	"Female"	"Latino"	"32"	"Wed Feb 05 2014 00:00:00 GMT-0500 (アメリカ東部標準時)"	"203445"	"0.34"	"Brazil"	"Manaus"	""
"E00089"	"Sofia Yoon"	"Sr. Manger"	"Human Resources"	"Research & Development"	"Female"	"Asian"	"37"	"Mon Jan 17 2011 00:00:00 GMT-0500 (アメリカ東部標準時)"	"131353"	"0.11"	"China"	"Shanghai"	""
"E02035"	"Eli Rahman"	"Service Desk Analyst"	"IT"	"Manufacturing"	"Male"	"Asian"	"45"	"Tue Mar 16 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"88182"	"0"	"China"	"Chengdu"	""
"E03595"	"Christopher Howard"	"Enterprise Architect"	"IT"	"Speciality Products"	"Male"	"Caucasian"	"61"	"Mon Aug 26 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"75780"	"0"	"United States"	"Seattle"	""
"E03611"	"Alice Mehta"	"Analyst II"	"Sales"	"Research & Development"	"Female"	"Asian"	"45"	"Tue Apr 02 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"52621"	"0"	"China"	"Beijing"	""
"E04464"	"Cooper Yoon"	"Engineering Manager"	"Engineering"	"Research & Development"	"Male"	"Asian"	"60"	"Thu Feb 15 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"106079"	"0.14"	"United States"	"Austin"	"Fri Apr 09 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E02135"	"John Delgado"	"Cloud Infrastructure Architect"	"IT"	"Corporate"	"Male"	"Latino"	"30"	"Sat Feb 11 2017 00:00:00 GMT-0500 (アメリカ東部標準時)"	"92058"	"0"	"United States"	"Austin"	""
"E01684"	"Jaxson Liang"	"Field Engineer"	"Engineering"	"Manufacturing"	"Male"	"Asian"	"64"	"Sun Mar 03 2019 00:00:00 GMT-0500 (アメリカ東部標準時)"	"67114"	"0"	"United States"	"Phoenix"	""
"E02968"	"Caroline Santos"	"Analyst II"	"Finance"	"Research & Development"	"Female"	"Latino"	"25"	"Sun Jul 12 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"56565"	"0"	"Brazil"	"Sao Paulo"	""
"E03362"	"Lily Henderson"	"HRIS Analyst"	"Human Resources"	"Manufacturing"	"Female"	"Caucasian"	"61"	"Fri May 20 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"64937"	"0"	"United States"	"Phoenix"	""
"E01108"	"Hannah Martinez"	"Manager"	"Marketing"	"Manufacturing"	"Female"	"Latino"	"65"	"Thu Sep 07 2006 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"127626"	"0.1"	"United States"	"Miami"	""
"E02217"	"William Phillips"	"Network Architect"	"IT"	"Corporate"	"Male"	"Black"	"61"	"Tue Jan 27 2004 00:00:00 GMT-0500 (アメリカ東部標準時)"	"88478"	"0"	"United States"	"Austin"	""
"E03519"	"Eliza Zheng"	"Computer Systems Manager"	"IT"	"Speciality Products"	"Female"	"Asian"	"48"	"Sun Apr 20 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"91679"	"0.07"	"China"	"Chongqing"	""
"E01967"	"John Dang"	"Director"	"Sales"	"Corporate"	"Male"	"Asian"	"58"	"Thu Mar 19 1992 00:00:00 GMT-0500 (アメリカ東部標準時)"	"199848"	"0.16"	"China"	"Chongqing"	""
"E01125"	"Joshua Yang"	"Network Engineer"	"IT"	"Manufacturing"	"Male"	"Asian"	"34"	"Sat Nov 10 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"61944"	"0"	"China"	"Shanghai"	""
"E03795"	"Hazel Young"	"Sr. Manger"	"Sales"	"Speciality Products"	"Female"	"Black"	"30"	"Sun Aug 13 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"154624"	"0.15"	"United States"	"Austin"	""
"E00508"	"Thomas Jung"	"Sr. Analyst"	"Accounting"	"Research & Development"	"Male"	"Asian"	"50"	"Fri Oct 23 2009 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"79447"	"0"	"China"	"Shanghai"	""
"E02047"	"Xavier Perez"	"Sr. Analyst"	"Sales"	"Manufacturing"	"Male"	"Latino"	"51"	"Thu Feb 26 1998 00:00:00 GMT-0500 (アメリカ東部標準時)"	"71111"	"0"	"Brazil"	"Rio de Janerio"	""
"E01582"	"Elijah Coleman"	"Sr. Manger"	"Sales"	"Research & Development"	"Male"	"Caucasian"	"53"	"Sun Oct 19 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"159538"	"0.11"	"United States"	"Miami"	""
"E02563"	"Clara Sanchez"	"Controls Engineer"	"Engineering"	"Corporate"	"Female"	"Latino"	"47"	"Tue Oct 02 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"111404"	"0"	"Brazil"	"Rio de Janerio"	""
"E04872"	"Isaac Stewart"	"Director"	"Marketing"	"Speciality Products"	"Male"	"Caucasian"	"25"	"Sat Aug 15 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"172007"	"0.26"	"United States"	"Miami"	""
"E03159"	"Claire Romero"	"Vice President"	"Marketing"	"Manufacturing"	"Female"	"Latino"	"37"	"Thu Jul 21 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"219474"	"0.36"	"Brazil"	"Manaus"	""
